index,symbol,interval,month,unit_id,url,checksum_url,status,checksum_http_status,archive_http_status,published_sha256,attempt,error,checked_at_utc
1,BTCUSDT,1d,2026-04,kline:BTCUSDT:1d:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-04.zip.CHECKSUM,AVAILABLE,200,,3860febfca089675b86fd50df54a2da0a7980de1331e5b42e1df0210240ae12d,1,,2026-08-23T13:02:40.520535+00:00
2,BTCUSDT,1d,2026-05,kline:BTCUSDT:1d:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-05.zip.CHECKSUM,AVAILABLE,200,,91d2e45e3bb4994c849ac56a089da18575b4d01ba1a9f4cff5d3fbbc27b7e9cc,1,,2026-08-23T13:02:40.452547+00:00
3,BTCUSDT,1d,2026-06,kline:BTCUSDT:1d:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-06.zip.CHECKSUM,AVAILABLE,200,,916bc1d543aceb81184584da93d202cccaab5e21eb4e789996af35e6846de668,1,,2026-08-23T13:02:40.444321+00:00
4,BTCUSDT,1d,2026-07,kline:BTCUSDT:1d:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1d/BTCUSDT-1d-2026-07.zip.CHECKSUM,AVAILABLE,200,,c8aa635aee3c6fdc48347adc975b60c2342ef4253f4269494f9e08e85be61480,1,,2026-08-23T13:02:40.440890+00:00
5,BTCUSDT,4h,2026-04,kline:BTCUSDT:4h:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-04.zip.CHECKSUM,AVAILABLE,200,,eab8688878cebc3a940ab7af83a122ef6d7d0176a28208b104bd50fa111cf5e4,1,,2026-08-23T13:02:40.198885+00:00
6,BTCUSDT,4h,2026-05,kline:BTCUSDT:4h:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-05.zip.CHECKSUM,AVAILABLE,200,,88a85f864a664d39be622718b30c83e5a8ffa4729bf3b56efdfad8eb3eae9326,1,,2026-08-23T13:02:40.479316+00:00
7,BTCUSDT,4h,2026-06,kline:BTCUSDT:4h:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-06.zip.CHECKSUM,AVAILABLE,200,,51da327f0c3a278399ffc983c419b2f946720e904c2a603cf1a1b6f58699783d,1,,2026-08-23T13:02:40.213579+00:00
8,BTCUSDT,4h,2026-07,kline:BTCUSDT:4h:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/4h/BTCUSDT-4h-2026-07.zip.CHECKSUM,AVAILABLE,200,,2fff352c045efe78b52785b2dc6d6107ce63c435c5eec9e28f2c247e110afde0,1,,2026-08-23T13:02:40.447712+00:00
9,BTCUSDT,1h,2026-04,kline:BTCUSDT:1h:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-04.zip.CHECKSUM,AVAILABLE,200,,c822801b16eb317f4672e376a73664f2e5f9180409c57b6c7517707f4f873e8c,1,,2026-08-23T13:02:40.537737+00:00
10,BTCUSDT,1h,2026-05,kline:BTCUSDT:1h:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-05.zip.CHECKSUM,AVAILABLE,200,,9a367708c90de999a7a9d3114fd111ff28203b13c8daef77d154b5216fb571f7,1,,2026-08-23T13:02:40.739963+00:00
11,BTCUSDT,1h,2026-06,kline:BTCUSDT:1h:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-06.zip.CHECKSUM,AVAILABLE,200,,30bba473837a672a6a00a181a447446852414e6927bbda6684f873571788e9aa,1,,2026-08-23T13:02:40.192110+00:00
12,BTCUSDT,1h,2026-07,kline:BTCUSDT:1h:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1h/BTCUSDT-1h-2026-07.zip.CHECKSUM,AVAILABLE,200,,a09f135066ace6925ce051ddbbdd4345c103423fbe35d32b568942de978dcc7c,1,,2026-08-23T13:02:40.441759+00:00
13,BTCUSDT,15m,2026-04,kline:BTCUSDT:15m:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-04.zip.CHECKSUM,AVAILABLE,200,,0bc151133aa47be76f535539e25c04970bd6d0afd54e532951638dc8330fcc58,1,,2026-08-23T13:02:40.731685+00:00
14,BTCUSDT,15m,2026-05,kline:BTCUSDT:15m:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-05.zip.CHECKSUM,AVAILABLE,200,,1c0a865f62ddca9890f5d7bbe901b7261a3818785594d960f5fce36ee7ce81f5,1,,2026-08-23T13:02:40.346805+00:00
15,BTCUSDT,15m,2026-06,kline:BTCUSDT:15m:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-06.zip.CHECKSUM,AVAILABLE,200,,54369ae74f8122e0d3c8152807f78ec3ced435a8b0ab59c5efcea2cbad878857,1,,2026-08-23T13:02:40.542348+00:00
16,BTCUSDT,15m,2026-07,kline:BTCUSDT:15m:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/15m/BTCUSDT-15m-2026-07.zip.CHECKSUM,AVAILABLE,200,,10df439d8404a31fc55ed91fe0169b79db3fa3e7a8c83bc2eb704004eadea1c2,1,,2026-08-23T13:02:40.151594+00:00
17,BTCUSDT,5m,2026-04,kline:BTCUSDT:5m:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-04.zip.CHECKSUM,AVAILABLE,200,,e2934467bdb6a000124948f4c8fef176e2066520a6b2e5a0522450fed51396f7,1,,2026-08-23T13:02:40.795677+00:00
18,BTCUSDT,5m,2026-05,kline:BTCUSDT:5m:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-05.zip.CHECKSUM,AVAILABLE,200,,b1a73378796bb62084c32ca5865903beeaf87d521d950d5e7776343f682dea93,1,,2026-08-23T13:02:40.435870+00:00
19,BTCUSDT,5m,2026-06,kline:BTCUSDT:5m:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-06.zip.CHECKSUM,AVAILABLE,200,,782c555963c852ca768335de21d5743147e5d50bff449600f8fceb9ebe5273de,1,,2026-08-23T13:02:40.640495+00:00
20,BTCUSDT,5m,2026-07,kline:BTCUSDT:5m:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/5m/BTCUSDT-5m-2026-07.zip.CHECKSUM,AVAILABLE,200,,ec750f7aa69c8f842fa1464a90ad4aa92452cfa767df9e8d70dc484e466c8fc3,1,,2026-08-23T13:02:40.788936+00:00
21,BTCUSDT,1m,2026-04,kline:BTCUSDT:1m:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-04.zip.CHECKSUM,AVAILABLE,200,,515b86570f0c6924f6dc2cf90589d3db90f3de9c6bfd9a22dde0429995dc5405,1,,2026-08-23T13:02:40.455266+00:00
22,BTCUSDT,1m,2026-05,kline:BTCUSDT:1m:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-05.zip.CHECKSUM,AVAILABLE,200,,d91548e94220d5211bb32447cc4b604ee266d145f2092edc5ec613328cbbc20a,1,,2026-08-23T13:02:40.442859+00:00
23,BTCUSDT,1m,2026-06,kline:BTCUSDT:1m:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-06.zip.CHECKSUM,AVAILABLE,200,,9b214199eb5063585c7ed0f59ba19323326d68ac024b85106713989399204490,1,,2026-08-23T13:02:40.448399+00:00
24,BTCUSDT,1m,2026-07,kline:BTCUSDT:1m:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/BTCUSDT/1m/BTCUSDT-1m-2026-07.zip.CHECKSUM,AVAILABLE,200,,f18440bb58f0c7e1ff63cbb906132002877c4914540c8aebab920da6937cff73,1,,2026-08-23T13:02:40.785002+00:00
25,ETHUSDT,1d,2026-04,kline:ETHUSDT:1d:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-04.zip.CHECKSUM,AVAILABLE,200,,b01214ecc10d42fef261ae34096918c95910fe67e01e3345a67379f891d07e00,1,,2026-08-23T13:02:40.795175+00:00
26,ETHUSDT,1d,2026-05,kline:ETHUSDT:1d:2026-05,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-05.zip,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-05.zip.CHECKSUM,AVAILABLE,200,,59386141efa6f41ec83fea5293513c80e82eb9fdc539d96eeac6fe25e6be27d3,1,,2026-08-23T13:02:40.385379+00:00
27,ETHUSDT,1d,2026-06,kline:ETHUSDT:1d:2026-06,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-06.zip,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-06.zip.CHECKSUM,AVAILABLE,200,,34adb4f2892b81194ad60e414d01176e598fb98757920ea073d27320c36dd098,1,,2026-08-23T13:02:40.450355+00:00
28,ETHUSDT,1d,2026-07,kline:ETHUSDT:1d:2026-07,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-07.zip,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/1d/ETHUSDT-1d-2026-07.zip.CHECKSUM,AVAILABLE,200,,f3c34fd95aefc44250c04af7808a2949f7a7520a20cc4a79a8b07491176b2bda,1,,2026-08-23T13:02:40.437045+00:00
29,ETHUSDT,4h,2026-04,kline:ETHUSDT:4h:2026-04,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/4h/ETHUSDT-4h-2026-04.zip,https://data.binance.vision/data/futures/um/monthly/klines/ETHUSDT/4h/ETHUSDT-4h-2026-04.zip.CHECKSUM,AVAILABLE,200,,c3e738853a03fe67caadf689c05045fe601f426a60c5f607d4e6b8dc237009f2,1,,2026-08-23T13:02:40.504281+00:00
